1,3,80,59
2,66,30,11
3,42,43,22
4,93,12,48
5,53,96,52
6,72,3,87
7,65,26,69
8,40,8,57
9,16,2,46
10,7,100,83
11,81,14,4
12,59,94,38
13,37,16,43
14,58,84,44
15,65,80,16
16,40,27,30
17,76,39,19
18,43,14,94
19,23,67,27
20,48,8,27
21,9,44,93
22,3,69,39
23,92,75,18
24,11,100,53
25,76,14,62
26,81,57,100
27,67,49,86
28,43,77,36
29,58,39,29
30,78,92,95
31,82,22,8
32,15,62,55
33,73,53,48
34,77,93,17
35,37,88,95
36,33,76,85
37,26,12,86
38,16,52,15
39,10,81,50
40,96,36,11
41,39,49,33
42,95,21,52
43,8,10,35
44,14,88,69
45,52,58,99
46,97,40,56
47,4,10,84
48,35,55,36
49,28,10,81
50,42,35,82
51,34,25,59
52,93,84,62
53,19,24,83
54,32,61,24
55,44,39,92
56,78,73,18
57,7,87,73
58,70,25,53
59,10,35,83
60,98,82,100
61,41,19,100
62,30,98,81
63,33,98,73
64,10,2,17
65,4,78,27
66,73,71,13
67,18,77,21
68,47,49,40
69,83,19,53
70,90,3,9
71,5,35,78
72,85,99,70
73,14,25,32
74,12,56,30
75,63,17,32
76,58,41,19
77,52,45,85
78,22,39,13
79,29,74,58
80,80,2,30
81,43,3,23
82,98,66,18
83,86,81,93
84,50,21,43
85,53,32,91
86,11,22,37
87,83,90,89
88,86,66,10
89,61,87,85
90,19,92,89
91,45,72,82
92,10,6,74
93,91,79,77
94,44,53,38
95,81,19,33
96,6,14,47
97,43,63,58
98,58,98,44
99,54,56,95
100,52,79,50
101,25,64,61
102,42,83,2
103,35,73,20
104,27,89,87
105,53,98,54
106,79,83,64
107,61,76,68
108,47,29,88
109,29,34,12
110,55,53,33
111,60,89,71
112,34,92,77
113,75,68,36
114,67,20,60
115,18,41,78
116,10,42,94
117,24,4,23
118,3,84,33
119,13,13,72
120,76,3,55
121,1,7,19
122,76,21,90
123,99,52,61
124,26,25,29
125,21,87,15
126,36,11,45
127,9,44,40
128,39,46,82
129,81,81,69
130,46,44,59
131,32,69,97
132,5,50,22
133,16,61,34
134,61,13,47
135,41,2,2
136,76,34,12
137,70,66,74
138,20,75,96
139,18,62,6
140,99,64,29
141,39,87,60
142,47,46,6
143,96,23,73
144,74,40,72
145,5,62,51
146,75,3,8
147,36,93,28
148,64,28,56
149,38,40,19
150,7,17,13
151,90,2,83
152,64,97,79
153,19,63,53
154,82,69,51
155,32,94,44
156,85,6,62
157,20,79,38
158,58,61,46
159,80,4,86
160,19,49,85
161,84,22,23
162,28,90,45
163,41,24,47
164,93,91,6
165,85,89,70
166,9,89,15
167,24,92,34
168,51,12,45
169,8,50,94
170,69,11,29
171,78,14,50
172,51,79,11
173,49,97,3
174,18,79,62
175,68,45,34
176,23,8,31
177,39,51,46
178,71,80,2
179,92,7,91
180,65,30,78
181,38,22,78
182,72,45,97
183,46,20,3
184,77,82,87
185,12,83,12
186,55,85,81
187,66,28,41
188,54,73,67
189,4,76,27
190,11,81,12
191,38,80,93
192,98,43,11
193,73,45,38
194,35,29,99
195,65,70,54
196,93,19,95
197,11,50,23
198,72,20,78
199,26,90,30
200,3,20,90
201,22,87,8
202,28,28,93
203,91,33,46
204,79,13,66
205,67,11,49
206,66,7,57
207,11,45,78
208,16,100,26
209,61,47,74
210,73,71,10
211,46,70,39
212,48,63,3
213,57,53,82
214,23,4,16
215,98,17,66
216,83,49,73
217,12,50,20
218,74,50,94
219,71,64,78
220,26,57,76
221,88,55,4
222,84,96,89
223,81,57,10
224,10,3,72
225,97,2,39
226,14,35,62
227,75,86,85
228,38,65,8
229,88,89,5
230,57,14,1
231,86,72,10
232,63,61,54
233,41,43,91
234,80,26,57
235,53,14,26
236,78,79,24
237,67,17,44
238,37,30,43
239,6,99,28
240,62,12,7
241,31,7,9
242,90,89,71
243,39,41,29
244,77,56,43
245,21,15,41
246,43,32,65
247,44,19,49
248,64,41,47
249,77,12,43
250,61,61,9
251,78,9,20
252,95,8,85
253,44,94,63
254,69,26,59
255,1,28,87
256,19,88,32
257,26,68,49
258,16,79,90
259,43,45,9
260,92,90,67
261,13,45,10
262,41,98,71
263,10,83,56
264,28,63,95
265,4,80,57
266,67,37,12
267,55,64,76
268,39,59,63
269,23,81,3
270,52,98,19
271,49,58,82
272,24,32,82
273,22,50,78
274,29,28,74
275,49,10,63
276,32,100,22
277,79,11,47
278,33,64,98
279,28,12,64
280,49,32,30
281,58,47,27
282,59,50,13
283,96,62,84
284,57,32,70
285,36,2,33
286,15,31,7
287,94,4,6
288,56,44,19
289,24,80,96
290,81,87,57
291,66,9,11
292,40,40,6
293,41,15,26
294,53,11,31
295,23,42,3
296,62,64,23
297,9,5,81
298,41,8,31
299,21,21,50
300,86,37,10
301,24,79,5
302,2,71,90
303,16,38,70
304,74,68,39
305,79,63,23
306,52,16,45
307,42,81,47
308,48,91,67
309,35,50,7
310,98,3,41
311,54,24,35
312,51,69,3
313,98,8,46
314,4,45,99
315,80,94,61
316,58,46,83
317,39,90,90
318,96,88,13
319,36,45,25
320,27,62,99
321,84,6,25
322,1,81,7
323,57,65,78
324,4,78,50
325,29,37,53
326,17,80,45
327,35,86,46
328,63,83,85
329,2,61,71
330,37,9,24
331,96,3,90
332,56,26,49
333,43,28,74
334,86,8,87
335,99,26,69
336,100,64,89
337,36,8,40
338,84,40,17
339,80,19,61
340,3,51,50
341,51,42,5
342,27,29,50
343,65,90,37
344,33,62,51
345,65,71,24
346,34,25,26
347,26,32,3
348,88,1,37
349,74,88,39
350,45,1,23
351,63,8,80
352,18,79,85
353,18,44,95
354,70,32,58
355,69,31,61
356,12,85,53
357,70,35,41
358,96,38,95
359,79,54,52
360,56,56,35
361,76,26,88
362,89,53,13
363,23,61,39
364,64,34,69
365,77,96,23
366,96,19,50
367,56,56,28
368,35,6,70
369,48,60,5
370,68,17,79
371,59,43,60
372,24,35,38
373,92,29,80
374,86,20,22
375,71,99,83
376,27,96,88
377,60,27,25
378,89,86,46
379,61,55,83
380,24,7,85
381,48,98,84
382,40,99,42
383,48,77,92
384,30,73,3
385,43,61,81
386,58,58,50
387,41,40,28
388,36,3,95
389,17,37,55
390,49,94,87
391,4,38,73
392,7,45,90
393,98,17,32
394,85,72,32
395,46,56,85
396,38,76,75
397,89,10,13
398,56,3,51
399,13,100,6
400,3,96,62
401,57,30,27
402,3,8,48
403,53,62,21
404,77,34,75
405,69,81,88
406,88,44,95
407,31,49,24
408,59,49,80
409,92,50,65
410,94,46,28
411,3,52,20
412,22,21,87
413,3,59,53
414,63,50,44
415,82,59,19
416,12,25,16
417,42,6,79
418,36,12,85
419,46,24,14
420,77,85,2
421,47,11,64
422,43,32,95
423,41,59,77
424,68,88,13
425,21,66,14
426,2,83,15
427,10,34,13
428,28,12,83
429,84,25,8
430,41,37,75
431,10,3,89
432,63,1,80
433,80,99,22
