1,94,78,19
2,83,28,82
3,99,2,94
4,82,68,2
5,39,45,94
6,17,3,41
7,19,11,70
8,76,4,16
9,37,10,9
10,47,74,1
11,90,69,87
12,72,63,50
13,51,33,46
14,59,70,33
15,40,45,8
16,42,76,52
17,54,2,36
18,47,37,22
19,7,28,13
20,36,68,74
21,63,94,83
22,45,50,20
23,91,41,29
24,43,80,6
25,86,1,99
26,97,99,28
27,50,26,99
28,96,84,6
29,38,51,88
30,95,27,48
31,19,96,46
32,31,4,74
33,62,45,82
34,32,33,17
35,71,62,85
36,96,100,75
37,26,39,97
38,49,86,9
39,13,47,55
40,80,89,65
41,17,22,93
42,88,17,53
43,96,61,83
44,15,29,83
45,69,99,11
46,29,37,80
47,30,87,13
48,24,11,30
49,71,96,16
50,36,59,9
51,53,20,95
52,68,78,51
53,77,95,9
54,32,71,11
55,91,11,11
56,33,9,77
57,70,75,8
58,2,33,59
59,68,15,69
60,1,45,80
61,8,56,39
62,59,45,70
63,12,32,90
64,21,47,3
65,31,75,1
66,35,68,74
67,51,10,58
68,90,66,76
69,13,19,32
70,85,75,33
71,70,38,8
72,77,56,89
73,28,43,80
74,14,52,35
75,20,95,95
76,91,68,82
77,1,75,23
78,89,9,11
79,43,76,81
80,69,52,86
81,40,37,30
82,76,35,16
83,97,43,94
84,27,37,89
85,74,30,33
86,90,24,83
87,13,23,17
88,52,75,8
89,59,56,76
90,14,91,95
91,82,69,54
92,44,38,28
93,22,97,32
94,10,70,35
95,89,62,53
96,80,60,51
97,2,89,56
98,88,46,39
99,94,65,96
100,97,15,44
101,28,66,68
102,95,52,25
103,62,95,9
104,82,60,96
105,45,17,71
106,71,36,80
107,2,95,96
108,93,79,61
109,47,13,22
110,78,10,2
111,56,2,48
112,91,65,56
113,65,92,12
114,32,44,88
115,42,46,84
116,78,96,50
117,16,4,59
118,61,52,40
119,20,61,34
120,46,90,65
121,83,93,29
122,98,88,98
123,79,77,49
124,97,32,47
125,8,68,35
126,59,17,64
127,18,54,38
128,18,57,91
129,70,99,9
130,42,28,37
131,79,15,38
132,95,57,47
133,17,49,36
134,59,20,80
135,83,48,10
136,12,46,77
137,90,34,74
138,30,44,60
139,68,60,45
140,53,51,77
141,35,77,16
142,98,53,37
143,11,49,40
144,10,37,50
145,45,14,31
146,87,34,26
147,38,16,89
148,7,16,93
149,7,43,23
150,74,66,32
151,83,47,10
152,50,57,76
153,37,46,20
154,64,31,73
155,28,68,90
156,38,14,97
157,1,58,49
158,70,64,68
159,81,18,11
160,92,5,9
161,37,9,68
162,41,48,83
163,57,56,14
164,34,3,44
165,63,74,49
166,48,39,59
167,93,81,12
168,79,68,15
169,68,91,45
170,15,72,89
171,96,66,90
172,92,39,95
173,69,28,97
174,16,70,29
175,17,20,63
176,14,67,57
177,51,71,48
178,9,48,8
179,68,16,26
180,43,47,22
181,98,66,25
182,25,60,59
183,19,73,5
184,25,69,47
185,27,18,6
186,81,38,94
187,65,94,35
188,87,74,82
189,32,22,91
190,36,24,31
191,23,5,53
192,76,91,83
193,82,14,51
194,46,18,43
195,62,99,14
196,13,48,24
197,73,52,39
198,23,50,4
199,42,98,13
200,97,32,5
201,61,9,86
202,72,42,79
203,60,58,43
204,14,94,41
205,91,91,67
206,62,2,86
207,82,86,82
208,67,70,42
209,33,58,31
210,84,48,77
211,72,37,45
212,87,25,2
213,79,29,2
214,100,63,58
215,48,86,56
216,97,75,80
217,41,87,34
218,49,55,86
219,29,29,38
220,58,53,8
221,20,34,2
222,25,67,79
223,87,98,58
224,72,96,86
225,68,58,31
226,64,1,64
227,4,42,13
228,58,2,94
229,43,73,87
230,1,23,50
231,52,70,27
232,31,61,26
233,26,13,32
234,55,47,91
235,39,73,96
236,12,47,3
237,84,44,47
238,15,37,68
239,53,78,9
240,2,88,31
241,98,20,50
242,12,68,13
243,99,69,62
244,47,85,29
245,56,67,41
246,64,45,17
247,25,69,71
248,6,77,54
249,12,47,74
250,72,9,56
251,66,67,45
252,23,17,55
253,25,56,5
254,77,17,70
255,53,98,81
256,32,37,6
257,40,68,89
258,92,58,78
259,28,99,96
260,48,35,85
261,60,39,46
262,25,12,34
263,61,31,13
264,86,62,59
265,57,17,52
266,91,15,14
267,93,39,6
268,99,7,7
269,76,88,94
270,1,43,56
271,10,62,26
272,9,36,99
273,43,19,38
274,97,96,52
275,76,81,13
276,83,82,98
277,51,16,88
278,44,18,99
279,1,77,73
280,25,86,22
281,60,95,52
282,10,65,18
283,79,20,96
284,86,33,97
285,74,100,38
286,8,75,56
287,49,10,88
288,3,47,99
289,32,10,24
290,28,67,49
291,32,4,22
292,13,89,27
293,27,97,53
294,40,26,52
295,36,63,21
296,70,11,10
297,53,35,83
298,75,45,29
299,57,20,72
300,36,61,3
301,56,78,56
302,43,63,99
303,27,86,61
304,15,96,41
305,86,21,1
306,93,91,85
307,26,88,26
308,58,80,73
309,53,75,32
310,64,40,68
311,34,90,89
312,56,96,62
313,28,75,73
314,79,72,97
315,1,8,30
316,54,66,37
317,69,42,58
318,46,58,100
319,86,14,5
320,52,6,63
321,34,47,55
322,52,39,9
323,41,23,10
324,17,17,17
325,39,24,72
326,19,77,72
327,63,57,20
328,33,45,27
329,68,80,67
330,58,91,84
331,6,54,53
332,54,96,52
333,64,48,50
334,82,93,15
335,99,19,9
336,76,78,67
337,26,34,26
338,53,37,57
339,33,5,80
340,53,83,82
341,20,78,24
342,2,27,56
343,20,51,12
344,51,69,74
345,100,12,95
346,58,27,4
347,49,90,68
348,98,64,79
349,54,25,84
350,23,24,57
351,86,14,74
352,28,45,65
353,43,22,4
354,55,14,25
355,64,64,19
356,97,29,3
357,68,39,38
358,2,22,67
359,24,35,82
360,96,12,1
361,64,32,32
362,12,77,94
363,32,87,20
364,39,71,67
365,39,71,7
366,72,7,69
367,52,24,21
368,85,79,34
369,84,86,7
370,87,96,21
371,2,38,8
372,20,26,24
373,59,23,32
374,51,75,64
375,61,94,14
376,5,36,29
377,8,98,77
378,23,12,5
379,83,91,36
380,41,7,33
381,59,14,41
382,62,67,5
383,99,85,68
384,38,6,41
385,28,42,77
386,83,24,82
387,33,45,55
388,20,52,88
389,23,32,98
390,27,41,12
391,49,11,91
392,17,3,56
393,35,93,27
394,61,61,20
395,42,14,71
396,24,93,31
397,74,100,42
398,39,75,65
399,51,35,32
400,100,45,17
401,68,67,93
402,85,18,72
403,99,26,8
404,31,23,59
405,47,18,98
406,10,88,97
407,93,6,81
408,44,28,71
409,47,54,3
410,61,13,10
411,23,54,87
412,18,41,31
413,80,44,90
414,36,77,87
415,13,52,16
416,6,5,39
417,21,84,97
418,44,48,37
419,92,12,78
420,6,41,77
421,34,59,23
422,51,18,63
423,58,22,50
424,74,4,60
425,98,42,76
426,89,48,8
427,90,63,34
428,69,10,83
429,80,40,29
430,87,89,64
431,69,3,35
432,21,81,66
433,86,84,74
434,82,65,52
435,52,66,98
436,33,52,55
437,80,38,67
438,80,3,92
439,24,26,33
440,12,38,72
441,29,68,37
442,42,98,2
443,82,59,16
444,98,11,53
445,71,27,2
446,39,43,18
447,7,93,20
448,25,93,69
449,81,72,58
450,95,1,7
451,17,48,76
452,85,58,50
453,99,11,85
454,59,28,87
455,96,53,51
456,25,48,38
457,96,69,66
458,26,76,64
459,86,72,1
460,30,78,92
461,63,24,36
462,81,9,88
463,1,83,66
464,17,34,43
465,98,50,16
466,25,3,70
467,88,94,14
468,41,67,57
469,71,41,63
470,79,44,97
471,8,8,79
472,14,32,9
473,24,24,64
474,48,56,24
475,25,46,83
476,19,54,7
477,51,7,82
478,90,93,16
479,26,65,100
480,45,40,94
481,48,49,55
482,34,85,75
483,87,59,82
484,65,21,18
485,4,38,5
486,89,23,30
487,36,10,43
488,91,11,8
489,57,91,50
490,47,85,66
491,78,75,97
492,26,29,77
493,79,10,10
494,95,35,37
495,58,1,51
496,7,24,61
497,84,69,64
498,4,90,34
499,83,93,35
500,99,69,21
501,100,98,60
502,52,26,82
503,13,51,65
504,54,35,20
505,15,100,34
506,52,81,27
507,38,5,26
508,37,22,97
509,61,9,31
510,77,11,94
511,76,65,17
512,20,98,86
513,70,2,91
514,44,15,7
515,9,89,74
516,94,88,2
517,30,36,92
518,78,10,80
519,19,70,23
520,59,99,1
521,9,99,16
522,87,78,39
523,52,74,70
524,74,6,97
525,92,95,74
526,14,16,97
527,62,79,52
528,89,79,40
529,21,92,30
530,86,34,64
531,88,60,83
532,91,28,60
533,73,80,42
534,12,13,18
535,9,61,18
536,84,12,67
537,54,91,71
538,92,69,79
539,26,46,47
540,53,89,72
541,68,68,12
542,94,100,31
543,20,68,16
544,17,84,77
545,20,91,50
546,98,77,98
547,31,1,72
548,56,27,59
549,21,48,66
550,98,90,77
551,49,16,48
552,53,10,16
553,100,96,97
554,81,49,76
555,23,59,90
556,3,28,31
557,74,52,30
558,56,21,21
559,84,21,1
560,44,29,24
561,16,47,72
562,56,11,32
563,35,68,11
564,3,92,28
565,29,43,50
566,64,68,10
567,94,12,93
568,26,30,5
569,33,38,77
570,88,74,39
571,12,2,52
572,88,19,70
573,69,81,85
574,100,10,10
575,32,81,97
576,29,92,75
577,49,22,49
578,24,71,31
579,73,40,4
580,73,2,34
581,84,82,12
582,91,71,17
583,49,85,16
584,6,29,25
585,47,46,30
586,48,73,13
587,13,84,17
588,47,47,42
589,29,28,61
590,71,85,30
591,66,49,21
592,85,47,20
593,7,33,56
594,30,52,18
595,96,80,43
596,77,65,92
597,40,6,12
598,46,64,31
599,41,45,21
600,69,92,23
601,6,46,31
602,58,2,92
603,97,88,61
604,58,88,15
605,64,44,55
606,2,75,95
607,100,5,91
608,52,19,26
609,13,58,21
610,60,92,35
611,25,60,88
612,41,95,16
613,15,7,37
614,14,51,65
615,34,77,10
616,68,96,87
617,33,48,60
618,78,40,24
619,87,17,86
620,77,19,77
621,14,33,14
622,96,83,29
623,2,32,98
624,50,79,12
625,89,14,68
626,7,9,8
627,75,40,34
628,22,78,85
629,19,9,63
630,55,54,35
631,11,51,21
632,78,75,95
633,52,72,54
634,82,61,2
635,82,70,39
636,81,28,37
637,78,5,69
638,89,39,87
639,76,83,89
640,22,21,59
641,65,4,92
642,95,56,65
643,83,12,38
644,23,16,16
645,70,27,92
646,71,49,38
647,27,69,55
648,7,38,4
649,79,52,58
650,9,6,56
651,77,47,21
652,54,18,82
653,84,53,99
654,33,50,69
655,95,71,39
656,62,93,30
657,12,91,91
658,19,21,14
659,6,100,14
660,45,60,67
661,45,34,62
662,31,64,51
663,96,58,4
664,35,61,66
665,43,41,53
666,59,3,80
667,99,4,66
668,17,77,33
669,96,95,85
670,86,41,69
671,16,16,57
672,26,73,41
673,62,80,14
674,24,65,72
675,59,8,38
676,45,39,99
677,74,64,16
678,39,84,90
679,93,17,69
680,20,85,96
681,64,3,2
682,86,79,94
683,28,34,97
684,23,41,46
685,17,72,67
686,45,32,41
687,31,57,56
688,6,30,3
689,55,71,47
690,39,51,54
691,23,40,67
692,60,89,66
693,75,85,15
694,22,59,74
695,35,42,71
696,31,72,75
697,83,39,13
698,3,64,9
699,49,43,94
700,64,93,76
701,99,3,6
702,69,94,35
703,30,91,100
704,56,25,34
705,19,90,57
706,20,11,25
707,36,63,73
708,58,93,69
709,93,36,49
710,94,87,22
711,20,44,17
712,100,54,87
713,81,16,66
714,96,59,38
715,46,7,59
716,5,59,4
717,33,8,56
718,65,84,50
719,55,56,79
720,86,3,43
721,33,49,36
722,17,74,64
723,98,54,96
724,96,32,99
725,24,20,50
726,67,79,44
727,96,46,24
728,55,94,81
729,60,40,91
730,78,48,78
731,64,75,17
732,62,25,25
733,74,21,3
734,28,27,52
735,42,50,57
736,44,84,100
737,33,49,3
738,91,10,74
739,91,29,19
740,94,71,84
741,21,73,64
742,48,10,65
743,74,73,74
744,50,19,89
745,93,80,42
746,36,3,54
747,100,9,31
748,88,32,70
749,94,16,39
750,65,23,19
751,82,2,77
752,6,13,62
753,39,32,17
754,8,30,48
755,28,32,8
756,3,49,30
757,11,11,10
758,93,1,43
759,69,33,20
760,41,56,99
761,90,89,87
762,80,74,51
763,16,91,95
764,55,37,95
